Holdings details

Total Stock Market ETF (VTI)


Equity,as of 02/28/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BT6CC06,Gemini Space Station Inc,GEMI,<0.01%,Financial Exchanges & Data,US,---,"$2,781,777.69","461,323"
,BF5QHG2,Clarus Corp,CLAR,<0.01%,Leisure Products,US,---,"$2,773,288.68","877,623"
,2727813,RF Industries Ltd,RFIL,<0.01%,Electronic Manufacturing Services,US,---,"$2,757,425.75","242,945"
,BT6QHB4,DeFi Development Corp,DFDV,<0.01%,Consumer Finance,US,---,"$2,746,694.40","789,280"
,BP84RX0,Townsquare Media Inc,TSQ,<0.01%,Broadcasting,US,---,"$2,714,009.20","366,758"
,2929705,Virco Mfg. Corp,VIRC,<0.01%,Office Services & Supplies,US,---,"$2,708,973.50","426,610"
,BF4HN80,Spero Therapeutics Inc,SPRO,<0.01%,Biotechnology,US,---,"$2,683,803.92","1,236,776"
,BQT6D89,Hyperscale Data Inc,GPUS,<0.01%,Industrial Conglomerates,US,---,"$2,681,431.81","14,980,066"
,B9KR326,Aemetis Inc,AMTX,<0.01%,Oil & Gas Refining & Marketing,US,---,"$2,677,632.94","1,885,657"
,BF11FD4,Granite Point Mortgage Trust Inc,GPMT,<0.01%,Mortgage REITs,US,---,"$2,675,408.34","1,537,591"
,2963305,Crexendo Inc,CXDO,<0.01%,Internet Services & Infrastructure,US,---,"$2,672,845.36","457,679"
,B5LL2C2,Codexis Inc,CDXS,<0.01%,Life Sciences Tools & Services,US,---,"$2,660,107.70","2,633,770"
,BMCWDS6,Seer Inc,SEER,<0.01%,Life Sciences Tools & Services,US,---,"$2,656,061.84","1,544,222"
,BSF04R5,TuHURA Biosciences Inc,HURA,<0.01%,Biotechnology,US,---,"$2,649,732.22","1,586,666"
,2482026,Northern Technologies International Corp,NTIC,<0.01%,Specialty Chemicals,US,---,"$2,636,918.70","296,283"
,BF8H8T2,Cherry Hill Mortgage Investment Corp,CHMI,<0.01%,Mortgage REITs,US,---,"$2,619,101.28","995,856"
,BTCK7D2,Faraday Future Intelligent Electric Inc,FFAI,<0.01%,Automobile Manufacturers,US,---,"$2,604,676.98","5,321,097"
,BNKF6N0,Biomea Fusion Inc,BMEA,<0.01%,Biotechnology,US,---,"$2,585,503.73","1,887,229"
,BN2SCX9,Stem Inc,STEM,<0.01%,Electrical Components & Equipment,US,---,"$2,585,323.37","245,987"
,BKX8YL9,Prelude Therapeutics Inc,PRLD,<0.01%,Biotechnology,US,---,"$2,583,362.76","936,001"
,BNQQ6C6,Beauty Health Co/The,SKIN,<0.01%,Personal Care Products,US,---,"$2,582,998.08","2,483,652"
,BSKNQ40,Fifth District Bancorp Inc,FDSB,<0.01%,Regional Banks,US,---,"$2,562,226.52","171,731"
,BGV8J85,Equillium Inc,EQ,<0.01%,Biotechnology,US,---,"$2,551,563.56","1,401,958"
,BGMGBW6,aTyr Pharma Inc,ATYR,<0.01%,Biotechnology,US,---,"$2,544,226.32","2,650,788"
,BYZLWZ4,HF Foods Group Inc,HFFG,<0.01%,Food Distributors,US,---,"$2,538,564.16","1,214,624"
,BKP32B8,CareCloud Inc,CCLD,<0.01%,Health Care Technology,US,---,"$2,536,585.45","1,035,341"
,BMW5084,PMV Pharmaceuticals Inc,PMVP,<0.01%,Biotechnology,US,---,"$2,528,010.50","1,487,065"
,BMWCNP3,Identiv Inc,INVE,<0.01%,Electronic Equipment & Instruments,US,---,"$2,520,185.85","800,059"
,BNM6FK1,Precision BioSciences Inc,DTIL,<0.01%,Biotechnology,US,---,"$2,515,144.80","598,844"
,BJHG304,Westwater Resources Inc,WWR,<0.01%,Electrical Components & Equipment,US,---,"$2,510,004.00","2,873,502"
,2223872,Consumer Portfolio Services Inc,CPSS,<0.01%,Consumer Finance,US,---,"$2,504,568.60","309,206"
,BP6W0G0,Hyperfine Inc,HYPR,<0.01%,Health Care Equipment,US,---,"$2,495,429.39","2,332,177"
,2031923,Union Bankshares Inc/Morrisville VT,UNB,<0.01%,Regional Banks,US,---,"$2,492,353.50","107,198"
,BF2CWX5,NI Holdings Inc,NODK,<0.01%,Property & Casualty Insurance,US,---,"$2,491,460.80","187,610"
,2500951,Lakeland Industries Inc,LAKE,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$2,490,223.54","271,562"
,BH3T9X8,Armata Pharmaceuticals Inc,ARMP,<0.01%,Biotechnology,US,---,"$2,479,459.08","230,433"
,2444123,1-800-Flowers.com Inc,FLWS,<0.01%,Other Specialty Retail,US,---,"$2,468,778.12","709,419"
,BNLYJ93,CS Disco Inc,LAW,<0.01%,Application Software,US,---,"$2,468,739.00","759,612"
,BKZ8V05,Genasys Inc,GNSS,<0.01%,Communications Equipment,US,---,"$2,464,102.62","1,303,758"
,2160689,CSP Inc,CSPI,<0.01%,IT Consulting & Other Services,US,---,"$2,453,107.65","272,265"
,9020980,KORRO BIO INC - CVR (NOV 2023),---,<0.01%,Biotechnology,US,---,"$2,444,828.57","1,246,700"
,BN94P42,Catalyst Bancorp Inc,CLST,<0.01%,Regional Banks,US,---,"$2,441,043.00","147,942"
,B3F05P5,Digimarc Corp,DMRC,<0.01%,Application Software,US,---,"$2,421,181.82","549,644"
,BHS7YD2,Ocean Power Technologies Inc,OPTT,<0.01%,Heavy Electrical Equipment,US,---,"$2,420,995.72","6,132,208"
,2737102,Marine Products Corp,MPX,<0.01%,Leisure Products,US,---,"$2,416,564.92","318,388"
,BNC2MS6,Advantage Solutions Inc,ADV,<0.01%,Advertising,US,---,"$2,394,573.14","4,584,670"
,B3XR1X8,Avidbank Holdings Inc,AVBH,<0.01%,Regional Banks,US,---,"$2,386,816.48","82,646"
,BS82D93,Fortress Biotech Inc,FBIO,<0.01%,Biotechnology,US,---,"$2,386,482.84","697,802"
,2042163,Alpha Pro Tech Ltd,APT,<0.01%,Building Products,US,---,"$2,350,012.18","451,058"
,BMYGKV8,Velo3D Inc,VELO,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$2,341,400.00","230,000"
,2966144,Red Robin Gourmet Burgers Inc,RRGB,<0.01%,Restaurants,US,---,"$2,333,009.57","463,819"
,BRF2YR4,Tenax Therapeutics Inc,TENX,<0.01%,Biotechnology,US,---,"$2,329,908.00","194,159"
,B197DL0,Summit State Bank,SSBI,<0.01%,Regional Banks,US,---,"$2,326,590.70","178,010"
,BRXYZ79,Ramaco Resources Inc,METCB,<0.01%,Steel,US,---,"$2,322,368.10","197,145"
,BNVTCF5,Grabagun Digital Holdings Inc,PEW,<0.01%,Other Specialty Retail,US,---,"$2,315,145.25","841,871"
,BMDWW66,Pliant Therapeutics Inc,PLRX,<0.01%,Pharmaceuticals,US,---,"$2,270,411.00","1,746,470"
,2492337,Hain Celestial Group Inc/The,HAIN,<0.01%,Packaged Foods & Meats,US,---,"$2,264,250.94","2,832,438"
,2357566,Full House Resorts Inc,FLL,<0.01%,Casinos & Gaming,US,---,"$2,262,616.52","1,007,847"
,BT3F639,FG Nexus Inc,FGNX,<0.01%,Property & Casualty Insurance,US,---,"$2,251,963.23","335,613"
,BD9GDZ5,CPI Card Group Inc,PMTS,<0.01%,"Technology Hardware, Storage & Peripherals",US,---,"$2,251,559.64","183,576"
,BMHF5J5,Cognition Therapeutics Inc,CGTX,<0.01%,Pharmaceuticals,US,---,"$2,241,470.55","2,056,395"
,BVSSGV5,First Northwest Bancorp,FNWB,<0.01%,Regional Banks,US,---,"$2,236,257.72","241,236"
,BYQQ1Q2,SWK Holdings Corp,SWKH,<0.01%,Specialized Finance,US,---,"$2,229,638.96","135,788"
,BTZP079,Mount Logan Capital Inc,MLCI,<0.01%,Specialized Finance,US,---,"$2,227,847.90","441,158"
,BKMQF66,MaxCyte Inc,MXCT,<0.01%,Life Sciences Tools & Services,US,---,"$2,224,686.01","2,742,125"
,BN4BBM8,Assertio Holdings Inc,ASRT,<0.01%,Pharmaceuticals,US,---,"$2,220,052.34","190,399"
,2962584,Bank of the James Financial Group Inc,BOTJ,<0.01%,Regional Banks,US,---,"$2,219,088.00","111,400"
,2060358,AstroNova Inc,ALOT,<0.01%,"Technology Hardware, Storage & Peripherals",US,---,"$2,218,915.92","244,374"
,B02T2D1,Franklin Street Properties Corp,FSP,<0.01%,Office REITs,US,---,"$2,216,616.24","2,694,319"
,BRRD033,American Well Corp,AMWL,<0.01%,Health Care Technology,US,---,"$2,210,311.80","387,774"
,BPRBTG9,Rent the Runway Inc,RENT,<0.01%,Other Specialty Retail,US,---,"$2,194,231.71","367,543"
,BHPRQX9,Rhinebeck Bancorp Inc,RBKB,<0.01%,Regional Banks,US,---,"$2,179,568.00","136,223"
,BN2S4D3,Fold Holdings Inc,FLD,<0.01%,Financial Exchanges & Data,US,---,"$2,174,547.72","1,459,428"
,2279886,Bel Fuse Inc,BELFA,<0.01%,Electronic Components,US,---,"$2,157,439.05","10,179"
,BR1G3H3,Sidus Space Inc,SIDU,<0.01%,Aerospace & Defense,US,---,"$2,154,190.35","1,104,713"
,BJDQMV2,Sanara Medtech Inc,SMTI,<0.01%,Health Care Supplies,US,---,"$2,152,311.56","105,299"
,BP828G4,Castellum Inc,CTM,<0.01%,IT Consulting & Other Services,US,---,"$2,149,796.36","2,189,871"
,BLDD8L9,BGSF Inc,BGSF,<0.01%,Human Resource & Employment Services,US,---,"$2,139,667.52","351,919"
,BFXH9H2,Neuronetics Inc,STIM,<0.01%,Health Care Equipment,US,---,"$2,138,342.52","1,595,778"
,BQB9HM8,Cartesian Therapeutics Inc,RNAC,<0.01%,Biotechnology,US,---,"$2,132,099.31","280,909"
,BF1STB1,SoundThinking Inc,SSTI,<0.01%,Application Software,US,---,"$2,131,461.30","291,981"
,BKSH7V2,BTCS Inc,BTCS,<0.01%,Application Software,US,---,"$2,131,030.40","1,331,894"
,BP9N0F9,Bridger Aerospace Group Holdings Inc,BAER,<0.01%,Diversified Support Services,US,---,"$2,125,132.20","874,540"
,BG6N6K6,Chegg Inc,CHGG,<0.01%,Education Services,US,---,"$2,124,987.14","3,232,903"
,BRDV332,Net Power Inc,NPWR,<0.01%,Heavy Electrical Equipment,US,---,"$2,122,984.56","1,099,992"
,2398855,Forrester Research Inc,FORR,<0.01%,Research & Consulting Services,US,---,"$2,101,587.28","351,436"
,BLBR8D5,Pyxis Oncology Inc,PYXS,<0.01%,Biotechnology,US,---,"$2,090,775.12","1,422,296"
,2620558,NN Inc,NNBR,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$2,088,000.82","1,382,782"
,BNM4710,WM Technology Inc,MAPS,<0.01%,Application Software,US,---,"$2,087,002.18","3,121,918"
,BT20ZK5,Pelthos Therapeutics Inc,PTHS,<0.01%,Biotechnology,US,---,"$2,056,290.88","78,008"
,BS55DW8,Quantum Corp,QMCO,<0.01%,"Technology Hardware, Storage & Peripherals",US,---,"$2,050,594.08","374,196"
,BN2T5R7,Sera Prognostics Inc,SERA,<0.01%,Biotechnology,US,---,"$2,031,266.64","887,016"
,BD21197,Sensus Healthcare Inc,SRTS,<0.01%,Health Care Equipment,US,---,"$2,030,878.41","494,131"
,BLN7XQ1,ALX Oncology Holdings Inc,ALXO,<0.01%,Biotechnology,US,---,"$2,026,557.94","960,454"
,BLGTQR6,KORE Group Holdings Inc,KORE,<0.01%,Wireless Telecommunication Services,US,---,"$2,021,518.60","225,868"
,BF4YJ72,Tecogen Inc,TGEN,<0.01%,Building Products,US,---,"$2,011,899.06","579,798"
,BF950B1,TTEC Holdings Inc,TTEC,<0.01%,Data Processing & Outsourced Services,US,---,"$2,010,497.50","804,199"
,BRBRL38,Broadway Financial Corp/DE,BYFC,<0.01%,Regional Banks,US,---,"$1,990,510.00","256,840"
,B4626P4,Vera Bradley Inc,VRA,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$1,968,983.28","745,827"
,BYWLZL4,Blink Charging Co,BLNK,<0.01%,Electrical Components & Equipment,US,---,"$1,955,556.52","2,957,587"
,BRF2YT6,Fractyl Health Inc,GUTS,<0.01%,Health Care Equipment,US,---,"$1,943,501.30","4,141,277"
,BNXM6V6,FTC Solar Inc,FTCI,<0.01%,Electrical Components & Equipment,US,---,"$1,936,989.60","267,540"
,BMF1MR2,MAIA Biotechnology Inc,MAIA,<0.01%,Biotechnology,US,---,"$1,932,478.54","855,079"
,BPW7PH5,Outset Medical Inc,OM,<0.01%,Health Care Equipment,US,---,"$1,929,366.23","552,827"
,2909064,Ultralife Corp,ULBI,<0.01%,Electrical Components & Equipment,US,---,"$1,925,492.31","339,593"
,BKV2L01,HireQuest Inc,HQI,<0.01%,Human Resource & Employment Services,US,---,"$1,924,996.04","165,094"
,B91MNB9,Research Solutions Inc/CA,RSSS,<0.01%,IT Consulting & Other Services,US,---,"$1,917,009.04","826,297"
,BKP4P23,DocGo Inc,DCGO,<0.01%,Health Care Services,US,---,"$1,913,140.44","2,664,541"
,BTJYM65,Nuburu Inc,BURU,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$1,913,118.65","20,032,656"
,BNSP3R5,Central Plains Bancshares Inc,CPBI,<0.01%,Regional Banks,US,---,"$1,912,140.85","107,605"
,BZ159N4,GrowGeneration Corp,GRWG,<0.01%,Home Improvement Retail,US,---,"$1,906,674.99","1,687,323"
,BMVRC85,iBio Inc,IBIO,<0.01%,Biotechnology,US,---,"$1,893,630.00","671,500"
,BF0T595,Wrap Technologies Inc,WRAP,<0.01%,Electronic Equipment & Instruments,US,---,"$1,884,354.60","1,095,555"
,BYMLKZ3,Comstock Holding Cos Inc,CHCI,<0.01%,Diversified Real Estate Activities,US,---,"$1,873,536.81","160,543"
,BK4W379,Exagen Inc,XGN,<0.01%,Biotechnology,US,---,"$1,853,266.24","511,952"
,2911865,Unifi Inc,UFI,<0.01%,Textiles,US,---,"$1,853,262.24","471,568"
,BPW7PJ7,Kalaris Therapeutics Inc,KLRS,<0.01%,Biotechnology,US,---,"$1,848,564.42","176,727"
,BRBR2D5,VirnetX Holding Corp,VHC,<0.01%,Application Software,US,---,"$1,846,675.90","113,293"
,B43T7G6,DLH Holdings Corp,DLHC,<0.01%,Human Resource & Employment Services,US,---,"$1,834,428.00","305,738"
,BPTJR34,First Seacoast Bancorp Inc,FSEA,<0.01%,Regional Banks,US,---,"$1,828,204.23","140,523"
,BRBR2C4,Prairie Operating Co,PROP,<0.01%,Oil & Gas Exploration & Production,US,---,"$1,825,006.29","1,031,077"
,2965033,Hennessy Advisors Inc,HNNA,<0.01%,Asset Management & Custody Banks,US,---,"$1,824,738.30","181,566"
,BL72R71,Pulmonx Corp,LUNG,<0.01%,Health Care Equipment,US,---,"$1,820,589.76","1,152,272"
,2185154,CPS Technologies Corp,CPSH,<0.01%,Electronic Components,US,---,"$1,803,316.48","402,526"
,B1R2HW6,Accuray Inc,ARAY,<0.01%,Health Care Equipment,US,---,"$1,803,228.16","3,122,473"
,BPJMTC6,Seres Therapeutics Inc,MCRB,<0.01%,Biotechnology,US,---,"$1,801,925.80","206,170"
,BD6HJQ4,Heritage Global Inc,HGBL,<0.01%,Asset Management & Custody Banks,US,---,"$1,795,420.44","1,360,167"
,BPBLY26,NSTS Bancorp Inc,NSTS,<0.01%,Regional Banks,US,---,"$1,792,138.25","146,297"
,BVPKH55,ImageneBio Inc,IMA,<0.01%,Pharmaceuticals,US,---,"$1,779,261.12","264,771"
,BSKPBC9,Airship AI Holdings Inc,AISP,<0.01%,Systems Software,US,---,"$1,777,434.75","651,075"
,BNG47W7,Treace Medical Concepts Inc,TMCI,<0.01%,Health Care Equipment,US,---,"$1,774,560.90","954,065"
,2022239,Century Casinos Inc,CNTY,<0.01%,Casinos & Gaming,US,---,"$1,766,345.28","1,051,396"
,BD6D8Y3,CoastalSouth Bancshares Inc,COSO,<0.01%,Regional Banks,US,---,"$1,765,145.00","71,900"
,BMBPL15,Biote Corp,BTMD,<0.01%,Pharmaceuticals,US,---,"$1,758,972.48","829,704"
,BMGSDK2,Definitive Healthcare Corp,DH,<0.01%,Health Care Technology,US,---,"$1,744,455.68","1,362,856"
,BMFKP36,Affinity Bancshares Inc,AFBI,<0.01%,Regional Banks,US,---,"$1,729,847.30","86,927"
,BQFN0K5,Grace Therapeutics Inc,GRCE,<0.01%,Pharmaceuticals,US,---,"$1,717,501.50","400,350"
,BNNM865,ARKO Petroleum Corp,APC,<0.01%,Automotive Retail,US,---,"$1,713,466.35","90,135"
,BYTRT46,Optex Systems Holdings Inc,OPXS,<0.01%,Aerospace & Defense,US,---,"$1,706,369.70","131,766"
,BRJN7Z2,Spruce Power Holding Corp,SPRU,<0.01%,Renewable Electricity,US,---,"$1,705,532.27","423,209"
,2906850,AmeriServ Financial Inc,ASRV,<0.01%,Regional Banks,US,---,"$1,703,638.80","448,326"
,2669090,PAMT CORP,PAMT,<0.01%,Cargo Ground Transportation,US,---,"$1,696,007.00","168,925"
,BNZJKK2,Exodus Movement Inc,EXOD,<0.01%,Application Software,US,---,"$1,690,741.80","165,759"
,B7GMCG8,First Guaranty Bancshares Inc,FGBI,<0.01%,Regional Banks,US,---,"$1,689,634.66","191,786"
,BM8K072,Insight Molecular Diagnostics Inc,IMDX,<0.01%,Biotechnology,US,---,"$1,681,549.92","279,792"
,B02GMS7,Commercial Vehicle Group Inc,CVGI,<0.01%,Construction Machinery & Heavy Transportation Equipment,US,---,"$1,681,030.89","983,059"
,BNGH209,FitLife Brands Inc,FTLF,<0.01%,Personal Care Products,US,---,"$1,672,969.49","110,573"
,BNZJTJ4,Nerdy Inc,NRDY,<0.01%,Education Services,US,---,"$1,667,840.11","1,728,690"
,BD6JFC8,AudioEye Inc,AEYE,<0.01%,Application Software,US,---,"$1,655,479.98","242,739"
,2143099,PetMed Express Inc,PETS,<0.01%,Other Specialty Retail,US,---,"$1,651,658.30","602,795"
,B8N2HP2,Broadwind Inc,BWEN,<0.01%,Heavy Electrical Equipment,US,---,"$1,638,097.04","660,523"
,BNKH4B0,ONE Group Hospitality Inc/The,STKS,<0.01%,Restaurants,US,---,"$1,622,910.42","803,421"
,2180438,Cato Corp/The,CATO,<0.01%,Apparel Retail,US,---,"$1,611,596.14","535,414"
,BD2BZQ2,Global Self Storage Inc,SELF,<0.01%,Self-Storage REITs,US,---,"$1,595,402.40","312,824"
,BNLYBJ7,TScan Therapeutics Inc,TCRX,<0.01%,Biotechnology,US,---,"$1,590,357.22","1,500,337"
,BSLSGX3,Safe Pro Group Inc,SPAI,<0.01%,Aerospace & Defense,US,---,"$1,589,910.07","311,137"
,BK74P87,Annovis Bio Inc,ANVS,<0.01%,Biotechnology,US,---,"$1,586,876.24","592,118"
,BL98829,Expensify Inc,EXFY,<0.01%,Application Software,US,---,"$1,581,785.39","1,664,862"
,BMCMMG7,Where Food Comes From Inc,WFCF,<0.01%,Research & Consulting Services,US,---,"$1,578,300.00","126,264"
,BGDFSM1,Travelzoo,TZOO,<0.01%,Interactive Media & Services,US,---,"$1,573,490.40","243,952"
,BVN2C69,NextCure Inc,NXTC,<0.01%,Biotechnology,US,---,"$1,568,070.72","123,276"
,BD365C2,Sachem Capital Corp,SACH,<0.01%,Mortgage REITs,US,---,"$1,565,293.02","1,534,601"
,BNLYJG0,Zevia PBC,ZVIA,<0.01%,Soft Drinks & Non-alcoholic Beverages,US,---,"$1,558,614.30","1,163,145"
,B3VL8R5,Altisource Portfolio Solutions SA,ASPS,<0.01%,Real Estate Services,US,---,"$1,554,220.92","203,966"
,B83R9K6,NetSol Technologies Inc,NTWK,<0.01%,Application Software,US,---,"$1,546,110.72","439,236"
,2767013,Saga Communications Inc,SGA,<0.01%,Broadcasting,US,---,"$1,540,393.66","131,209"
,BVJ71P0,Adicet Bio Inc,ACET,<0.01%,Biotechnology,US,---,"$1,533,505.50","211,518"
,BLBM4T8,OPAL Fuels Inc,OPAL,<0.01%,Oil & Gas Refining & Marketing,US,---,"$1,522,138.64","728,296"
,BRBFLQ5,Kezar Life Sciences Inc,KZR,<0.01%,Biotechnology,US,---,"$1,495,634.30","223,229"
,BRBR1T4,MIND Technology Inc,MIND,<0.01%,Oil & Gas Equipment & Services,US,---,"$1,494,725.76","196,416"
,BN72WR0,Traeger Inc,COOK,<0.01%,Household Appliances,US,---,"$1,482,256.44","1,723,554"
,BWRNHH1,VeraDermics Inc,MANE,<0.01%,Pharmaceuticals,US,---,"$1,476,645.10","32,206"
,BQ80FM0,IZEA Worldwide Inc,IZEA,<0.01%,Interactive Media & Services,US,---,"$1,472,699.26","406,823"
,2201908,CompX International Inc,CIX,<0.01%,Office Services & Supplies,US,---,"$1,471,993.00","62,638"
,BYQQ3Q6,Zedge Inc,ZDGE,<0.01%,Interactive Media & Services,US,---,"$1,466,658.97","445,793"
,BD0R8F2,Gaia Inc,GAIA,<0.01%,Movies & Entertainment,US,---,"$1,462,164.63","431,317"
,BDB2RP9,Airgain Inc,AIRG,<0.01%,Electronic Components,US,---,"$1,450,129.80","345,269"
,BTHWR44,Scilex Holding Co,SCLX,<0.01%,Pharmaceuticals,US,---,"$1,450,025.57","176,617"
,BVPKHC2,Shoulder Innovations Inc,SI,<0.01%,Health Care Equipment,US,---,"$1,449,984.36","106,931"
,BJJH0B5,Flexible Solutions International Inc,FSI,<0.01%,Specialty Chemicals,US,---,"$1,446,934.25","270,455"
,BTZF5M9,Sharps Technology Inc,STSS,<0.01%,Health Care Supplies,US,---,"$1,446,638.11","836,207"
,BT06V07,Finance Of America Cos Inc,FOA,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$1,439,640.00","74,400"
,BYYMYP2,Lifevantage Corp,LFVN,<0.01%,Personal Care Products,US,---,"$1,431,004.95","307,743"
,BMCJW91,Lipocine Inc,LPCN,<0.01%,Pharmaceuticals,US,---,"$1,422,019.08","142,773"
,2618069,NL Industries Inc,NL,<0.01%,Office Services & Supplies,US,---,"$1,415,522.82","229,049"
,BFYNPH1,VirTra Inc,VTSI,<0.01%,Aerospace & Defense,US,---,"$1,413,904.40","324,290"
,BNYD8N4,BitMine Immersion Technologies Inc,BMNR,<0.01%,Application Software,US,---,"$1,404,197.34","73,983"
,2911683,Universal Electronics Inc,UEIC,<0.01%,Consumer Electronics,US,---,"$1,392,671.93","369,409"
,BVBFGJ1,LiveOne Inc,LVO,<0.01%,Movies & Entertainment,US,---,"$1,389,798.99","253,151"
,2480365,PrimeEnergy Resources Corp,PNRG,<0.01%,Oil & Gas Exploration & Production,US,---,"$1,384,940.70","6,963"
,BNG1S03,NRX Therapeutics Inc,NRXP,<0.01%,Pharmaceuticals,US,---,"$1,384,829.52","744,532"
,BT7KGT6,OnKure Therapeutics Inc,OKUR,<0.01%,Biotechnology,US,---,"$1,382,536.31","510,161"
,BYS3HH4,Champions Oncology Inc,CSBR,<0.01%,Life Sciences Tools & Services,US,---,"$1,379,826.00","229,971"
,BVPN4Z3,Atrium Therapeutics Inc,RNA,<0.01%,Biotechnology,US,---,"$1,377,548.23","93,393.1"
,BNKBJN9,AmpliTech Group Inc,AMPG,<0.01%,Electronic Components,US,---,"$1,374,145.88","512,741"
,BP2BRR1,Playstudios Inc,MYPS,<0.01%,Interactive Home Entertainment,US,---,"$1,372,288.05","2,687,599"
,B23WLP8,Cumberland Pharmaceuticals Inc,CPIX,<0.01%,Pharmaceuticals,US,---,"$1,352,084.88","274,814"
,BNNL550,Lee Enterprises Inc,LEE,<0.01%,Publishing,US,---,"$1,349,661.28","155,312"
,2515773,Lifetime Brands Inc,LCUT,<0.01%,Housewares & Specialties,US,---,"$1,335,932.55","403,605"
,BMDCQG4,Lument Finance Trust Inc,LFT,<0.01%,Mortgage REITs,US,---,"$1,330,227.54","963,933"
,BQV11G6,GCT Semiconductor Holding Inc,GCTS,<0.01%,Semiconductors,US,---,"$1,325,440.60","1,204,946"
,B3KKGR9,Central BanCo Inc,CBC,<0.01%,Regional Banks,US,---,"$1,320,570.30","54,682"
,BF1GM49,Cardlytics Inc,CDLX,<0.01%,Advertising,US,---,"$1,300,660.60","1,505,220"
,BLM7DY0,Sportsman's Warehouse Holdings Inc,SPWH,<0.01%,Other Specialty Retail,US,---,"$1,285,458.96","1,089,372"
,BQB9YW7,Wheels Up Experience Inc,UP,<0.01%,Passenger Airlines,US,---,"$1,285,319.69","2,158,025"
,BVDKGD8,Pixelworks Inc,PXLW,<0.01%,Semiconductors,US,---,"$1,276,280.15","200,989"
,BQZCPP2,BranchOut Food Inc,BOF,<0.01%,Packaged Foods & Meats,US,---,"$1,270,936.26","277,497"
,BYQ02L6,OptimumBank Holdings Inc,OPHC,<0.01%,Regional Banks,US,---,"$1,265,468.40","237,870"
,BQZBQP6,Team Inc,TISI,<0.01%,Environmental & Facilities Services,US,---,"$1,255,337.65","86,426"
,BVV8ZS2,Cardinal Infrastructure Group Inc,CDNL,<0.01%,Construction & Engineering,US,---,"$1,252,262.52","38,866"
,BLNBRP0,WidePoint Corp,WYY,<0.01%,IT Consulting & Other Services,US,---,"$1,248,669.20","259,060"
,2431318,CPI Aerostructures Inc,CVU,<0.01%,Aerospace & Defense,US,---,"$1,246,570.29","301,833"
,2703385,US Global Investors Inc,GROW,<0.01%,Asset Management & Custody Banks,US,---,"$1,229,762.34","369,298"
,BVN2WZ8,Generate Biomedicines Inc,GENB,<0.01%,---,US,---,"$1,225,481.40","96,876"
,BQKRDP8,Cineverse Corp,CNVS,<0.01%,Movies & Entertainment,US,---,"$1,219,013.84","411,829"
,BL1KDQ2,Battalion Oil Corp,BATL,<0.01%,Oil & Gas Exploration & Production,US,---,"$1,206,936.96","218,648"
,BYPD5H3,Clipper Realty Inc,CLPR,<0.01%,Multi-Family Residential REITs,US,---,"$1,202,164.04","390,313"
,BN2XDY2,CarParts.com Inc,PRTS,<0.01%,Automotive Retail,US,---,"$1,202,090.35","1,693,085"
,BPJPN12,Empire Petroleum Corp,EP,<0.01%,Oil & Gas Exploration & Production,US,---,"$1,195,656.00","362,320"
,2457994,ImmuCell Corp,ICCC,<0.01%,Biotechnology,US,---,"$1,189,675.89","181,077"
,BMVFC23,Stubhub Holdings Inc,STUB,<0.01%,Movies & Entertainment,US,---,"$1,184,689.44","123,792"
,BPSRCN4,AgEagle Aerial Systems Inc,UAVS,<0.01%,Agricultural & Farm Machinery,US,---,"$1,183,907.44","1,259,476"
,BPGN7F1,Phunware Inc,PHUN,<0.01%,Application Software,US,---,"$1,168,680.36","656,562"
,BKV29H4,Bogota Financial Corp,BSBK,<0.01%,Regional Banks,US,---,"$1,165,725.69","138,283"
,BT3NDD2,Cingulate Inc,CING,<0.01%,Pharmaceuticals,US,---,"$1,163,987.88","185,644"
,BRKG716,Pathfinder Bancorp Inc,PBHC,<0.01%,Regional Banks,US,---,"$1,162,005.00","88,500"
,2356745,Franklin Wireless Corp,FKWL,<0.01%,Communications Equipment,US,---,"$1,161,692.00","296,350"
,BNBV240,BRC Inc,BRCC,<0.01%,Packaged Foods & Meats,US,---,"$1,158,394.57","1,840,182"
,BVLJR34,Wealthfront Corp,WLTH,<0.01%,Asset Management & Custody Banks,US,---,"$1,158,265.00","139,550"
,BQB5ML0,Jasper Therapeutics Inc,JSPR,<0.01%,Biotechnology,US,---,"$1,150,079.58","833,391"
